Exchange Date,Close
18-Mar-2022,2.933
11-Mar-2022,3.717
04-Mar-2022,5.571
25-Feb-2022,2.684
18-Feb-2022,2.119
11-Feb-2022,2.221
04-Feb-2022,2.370
28-Jan-2022,2.639
21-Jan-2022,2.263
14-Jan-2022,2.493
07-Jan-2022,2.571
31-Dec-2021,2.031
24-Dec-2021,3.168
17-Dec-2021,4.064
10-Dec-2021,3.153
03-Dec-2021,2.677
26-Nov-2021,2.618
19-Nov-2021,2.616
12-Nov-2021,2.273
05-Nov-2021,2.233
29-Oct-2021,1.966
22-Oct-2021,2.588
15-Oct-2021,2.778
08-Oct-2021,2.615
01-Oct-2021,2.819
24-Sep-2021,2.055
17-Sep-2021,1.908
10-Sep-2021,1.705
03-Sep-2021,1.522
27-Aug-2021,1.411
20-Aug-2021,1.220
13-Aug-2021,1.304
06-Aug-2021,1.274
30-Jul-2021,1.215
23-Jul-2021,1.033
16-Jul-2021,0.997
09-Jul-2021,1.054
02-Jul-2021,1.036
25-Jun-2021,0.929
18-Jun-2021,0.836
11-Jun-2021,0.788
04-Jun-2021,0.730
28-May-2021,0.706
21-May-2021,0.729
14-May-2021,0.798
07-May-2021,0.703
30-Apr-2021,0.692
23-Apr-2021,0.582
16-Apr-2021,0.590
09-Apr-2021,0.540
02-Apr-2021,0.555
26-Mar-2021,0.566
19-Mar-2021,0.502
12-Mar-2021,0.553
05-Mar-2021,0.479
26-Feb-2021,0.459
19-Feb-2021,0.487
12-Feb-2021,0.512
05-Feb-2021,0.549
29-Jan-2021,0.600
22-Jan-2021,0.677
15-Jan-2021,0.668
08-Jan-2021,0.674
25-Dec-2020,0.567
18-Dec-2020,0.507
11-Dec-2020,0.506
04-Dec-2020,0.472
27-Nov-2020,0.464
20-Nov-2020,0.406
13-Nov-2020,0.449
06-Nov-2020,0.443
30-Oct-2020,0.461
23-Oct-2020,0.480
16-Oct-2020,0.451
09-Oct-2020,0.423
02-Oct-2020,0.400
25-Sep-2020,0.350
18-Sep-2020,0.331
11-Sep-2020,0.300
04-Sep-2020,0.340
28-Aug-2020,0.325
21-Aug-2020,0.234
14-Aug-2020,0.243
07-Aug-2020,0.242
31-Jul-2020,0.174
24-Jul-2020,0.149
17-Jul-2020,0.148
10-Jul-2020,0.153
03-Jul-2020,0.168
26-Jun-2020,0.153
19-Jun-2020,0.159
12-Jun-2020,0.156
05-Jun-2020,0.156
29-May-2020,0.107
22-May-2020,0.106
15-May-2020,0.141
08-May-2020,0.160
01-May-2020,0.151
24-Apr-2020,0.146
17-Apr-2020,0.177
10-Apr-2020,0.192
03-Apr-2020,0.184
27-Mar-2020,0.206
20-Mar-2020,0.242
13-Mar-2020,0.265
06-Mar-2020,0.253
28-Feb-2020,0.252
21-Feb-2020,0.274
14-Feb-2020,0.251
07-Feb-2020,0.261
31-Jan-2020,0.288
24-Jan-2020,0.322
17-Jan-2020,0.332
10-Jan-2020,0.358
03-Jan-2020,0.388
27-Dec-2019,0.388
20-Dec-2019,0.436
13-Dec-2019,0.421
06-Dec-2019,0.464
29-Nov-2019,0.502
22-Nov-2019,0.491
15-Nov-2019,0.479
08-Nov-2019,0.486
01-Nov-2019,0.496
25-Oct-2019,0.462
18-Oct-2019,0.483
11-Oct-2019,0.483
04-Oct-2019,0.471
27-Sep-2019,0.344
20-Sep-2019,0.377
13-Sep-2019,0.431
06-Sep-2019,0.356
30-Aug-2019,0.365
23-Aug-2019,0.329
16-Aug-2019,0.334
09-Aug-2019,0.365
02-Aug-2019,0.358
26-Jul-2019,0.306
19-Jul-2019,0.324
12-Jul-2019,0.400
05-Jul-2019,0.330
28-Jun-2019,0.286
21-Jun-2019,0.304
14-Jun-2019,0.318
07-Jun-2019,0.321
31-May-2019,0.312
24-May-2019,0.340
17-May-2019,0.340
10-May-2019,0.377
03-May-2019,0.400
26-Apr-2019,0.393
19-Apr-2019,0.397
12-Apr-2019,0.446
05-Apr-2019,0.478
29-Mar-2019,0.402
22-Mar-2019,0.423
15-Mar-2019,0.441
08-Mar-2019,0.486
01-Mar-2019,0.500
22-Feb-2019,0.517
15-Feb-2019,0.544
08-Feb-2019,0.549
01-Feb-2019,0.572
25-Jan-2019,0.648
18-Jan-2019,0.700
11-Jan-2019,0.687
04-Jan-2019,0.710
28-Dec-2018,0.696
21-Dec-2018,0.767
14-Dec-2018,0.756
07-Dec-2018,0.708
30-Nov-2018,0.761
23-Nov-2018,0.764
16-Nov-2018,0.813
09-Nov-2018,0.768
02-Nov-2018,0.770
26-Oct-2018,0.735
19-Oct-2018,0.824
12-Oct-2018,0.822
05-Oct-2018,0.858
28-Sep-2018,0.842
21-Sep-2018,0.851
14-Sep-2018,0.789
07-Sep-2018,0.821
31-Aug-2018,0.757
24-Aug-2018,0.735
17-Aug-2018,0.710
10-Aug-2018,0.676
03-Aug-2018,0.661
27-Jul-2018,0.644
20-Jul-2018,0.640
13-Jul-2018,0.653
06-Jul-2018,0.652
29-Jun-2018,0.624
22-Jun-2018,0.609
15-Jun-2018,0.622
08-Jun-2018,0.619
01-Jun-2018,0.630
25-May-2018,0.630
18-May-2018,0.634
11-May-2018,0.611
04-May-2018,0.592
27-Apr-2018,0.598
20-Apr-2018,0.585
13-Apr-2018,0.582
06-Apr-2018,0.538
30-Mar-2018,0.539
23-Mar-2018,0.558
16-Mar-2018,0.568
09-Mar-2018,0.576
02-Mar-2018,0.545
23-Feb-2018,0.655
16-Feb-2018,0.580
09-Feb-2018,0.568
02-Feb-2018,0.567
26-Jan-2018,0.561
19-Jan-2018,0.568
12-Jan-2018,0.631
05-Jan-2018,0.597
29-Dec-2017,0.636
22-Dec-2017,0.641
15-Dec-2017,0.696
08-Dec-2017,0.661
01-Dec-2017,0.662
24-Nov-2017,0.645
17-Nov-2017,0.586
10-Nov-2017,0.620
03-Nov-2017,0.573
27-Oct-2017,0.541
20-Oct-2017,0.547
13-Oct-2017,0.553
06-Oct-2017,0.557
29-Sep-2017,0.537
22-Sep-2017,0.494
15-Sep-2017,0.512
08-Sep-2017,0.496
01-Sep-2017,0.487
25-Aug-2017,0.480
18-Aug-2017,0.477
11-Aug-2017,0.474
04-Aug-2017,0.442
28-Jul-2017,0.431
21-Jul-2017,0.410
14-Jul-2017,0.385
07-Jul-2017,0.409
30-Jun-2017,0.413
23-Jun-2017,0.404
16-Jun-2017,0.393
09-Jun-2017,0.418
02-Jun-2017,0.417
26-May-2017,0.418
19-May-2017,0.429
12-May-2017,0.424
05-May-2017,0.441
28-Apr-2017,0.453
21-Apr-2017,0.473
14-Apr-2017,0.455
07-Apr-2017,0.460
31-Mar-2017,0.467
24-Mar-2017,0.449
17-Mar-2017,0.481
10-Mar-2017,0.483
03-Mar-2017,0.501
24-Feb-2017,0.541
17-Feb-2017,0.567
10-Feb-2017,0.608
03-Feb-2017,0.693
27-Jan-2017,0.603
20-Jan-2017,0.643
13-Jan-2017,0.630
06-Jan-2017,0.580
30-Dec-2016,0.629
23-Dec-2016,0.572
16-Dec-2016,0.550
09-Dec-2016,0.517
02-Dec-2016,0.559
25-Nov-2016,0.558
18-Nov-2016,0.570
11-Nov-2016,0.583
04-Nov-2016,0.584
28-Oct-2016,0.533
21-Oct-2016,0.527
14-Oct-2016,0.503
07-Oct-2016,0.497
30-Sep-2016,0.473
23-Sep-2016,0.428
16-Sep-2016,0.390
09-Sep-2016,0.358
02-Sep-2016,0.387
26-Aug-2016,0.347
19-Aug-2016,0.324
12-Aug-2016,0.368
05-Aug-2016,0.402
29-Jul-2016,0.434
22-Jul-2016,0.431
15-Jul-2016,0.397
08-Jul-2016,0.409
01-Jul-2016,0.413
24-Jun-2016,0.426
17-Jun-2016,0.436
10-Jun-2016,0.416
03-Jun-2016,0.422
27-May-2016,0.411
20-May-2016,0.379
13-May-2016,0.369
06-May-2016,0.369
29-Apr-2016,0.365
22-Apr-2016,0.389
15-Apr-2016,0.334
08-Apr-2016,0.330
01-Apr-2016,0.344
25-Mar-2016,0.368
18-Mar-2016,0.370
11-Mar-2016,0.364
04-Mar-2016,0.361
26-Feb-2016,0.379
19-Feb-2016,0.376
12-Feb-2016,0.371
05-Feb-2016,0.374
29-Jan-2016,0.402
22-Jan-2016,0.411
15-Jan-2016,0.410
08-Jan-2016,0.453
25-Dec-2015,0.442
18-Dec-2015,0.465
11-Dec-2015,0.497
04-Dec-2015,0.533
27-Nov-2015,0.530
20-Nov-2015,0.526
13-Nov-2015,0.521
06-Nov-2015,0.548
30-Oct-2015,0.553
23-Oct-2015,0.552
16-Oct-2015,0.549
09-Oct-2015,0.568
02-Oct-2015,0.557
25-Sep-2015,0.550
18-Sep-2015,0.558
11-Sep-2015,0.563
04-Sep-2015,0.563
28-Aug-2015,0.563
21-Aug-2015,0.535
14-Aug-2015,0.564
07-Aug-2015,0.575
31-Jul-2015,0.602
24-Jul-2015,0.593
17-Jul-2015,0.619
10-Jul-2015,0.612
03-Jul-2015,0.604
26-Jun-2015,0.598
19-Jun-2015,0.594
12-Jun-2015,0.584
05-Jun-2015,0.585
29-May-2015,0.583
22-May-2015,0.583
15-May-2015,0.584
08-May-2015,0.579
01-May-2015,0.566
24-Apr-2015,0.618
17-Apr-2015,0.615
10-Apr-2015,0.636
03-Apr-2015,0.641
27-Mar-2015,0.658
20-Mar-2015,0.636
13-Mar-2015,0.654
06-Mar-2015,0.627
27-Feb-2015,0.690
20-Feb-2015,0.667
13-Feb-2015,0.719
06-Feb-2015,0.636
30-Jan-2015,0.612
23-Jan-2015,0.595
16-Jan-2015,0.599
09-Jan-2015,0.591
02-Jan-2015,0.613
26-Dec-2014,0.691
19-Dec-2014,0.685
12-Dec-2014,0.687
05-Dec-2014,0.704
28-Nov-2014,0.732
21-Nov-2014,0.709
14-Nov-2014,0.672
07-Nov-2014,0.702
31-Oct-2014,0.691
24-Oct-2014,0.676
17-Oct-2014,0.681
10-Oct-2014,0.700
03-Oct-2014,0.702
26-Sep-2014,0.648
19-Sep-2014,0.653
12-Sep-2014,0.622
05-Sep-2014,0.638
29-Aug-2014,0.646
22-Aug-2014,0.526
15-Aug-2014,0.558
08-Aug-2014,0.518
01-Aug-2014,0.511
25-Jul-2014,0.522
18-Jul-2014,0.488
11-Jul-2014,0.448
04-Jul-2014,0.461
27-Jun-2014,0.488
20-Jun-2014,0.500
13-Jun-2014,0.524
06-Jun-2014,0.487
30-May-2014,0.542
23-May-2014,0.549
16-May-2014,0.544
09-May-2014,0.568
02-May-2014,0.573
25-Apr-2014,0.595
18-Apr-2014,0.616
11-Apr-2014,0.628
04-Apr-2014,0.586
28-Mar-2014,0.635
21-Mar-2014,0.664
14-Mar-2014,0.706
07-Mar-2014,0.718
28-Feb-2014,0.681
21-Feb-2014,0.702
14-Feb-2014,0.715
07-Feb-2014,0.735
31-Jan-2014,0.745
24-Jan-2014,0.801
17-Jan-2014,0.799
10-Jan-2014,0.812
03-Jan-2014,0.821
27-Dec-2013,0.844
20-Dec-2013,0.841
13-Dec-2013,0.835
06-Dec-2013,0.855
29-Nov-2013,0.862
22-Nov-2013,0.839
15-Nov-2013,0.865
08-Nov-2013,0.840
01-Nov-2013,0.825
25-Oct-2013,0.808
18-Oct-2013,0.815
11-Oct-2013,0.822
04-Oct-2013,0.806
27-Sep-2013,0.785
20-Sep-2013,0.784
13-Sep-2013,0.793
06-Sep-2013,0.788
30-Aug-2013,0.765
23-Aug-2013,0.742
16-Aug-2013,0.751
09-Aug-2013,0.759
02-Aug-2013,0.750
26-Jul-2013,0.764
19-Jul-2013,0.761
12-Jul-2013,0.757
05-Jul-2013,0.759
28-Jun-2013,0.760
21-Jun-2013,0.741
14-Jun-2013,0.762
07-Jun-2013,0.742
31-May-2013,0.762
24-May-2013,0.768
17-May-2013,0.765
10-May-2013,0.747
03-May-2013,0.760
26-Apr-2013,0.769
19-Apr-2013,0.780
12-Apr-2013,0.797
05-Apr-2013,0.803
29-Mar-2013,0.803
22-Mar-2013,0.830
15-Mar-2013,0.781
08-Mar-2013,0.787
01-Mar-2013,0.777
22-Feb-2013,0.771
15-Feb-2013,0.769
08-Feb-2013,0.779
01-Feb-2013,0.762
25-Jan-2013,0.786
18-Jan-2013,0.802
11-Jan-2013,0.815
04-Jan-2013,0.820
28-Dec-2012,0.783
21-Dec-2012,0.810
14-Dec-2012,0.824
07-Dec-2012,0.858
30-Nov-2012,0.834
23-Nov-2012,0.848
16-Nov-2012,0.842
09-Nov-2012,0.827
02-Nov-2012,0.820
26-Oct-2012,0.843
19-Oct-2012,0.826
12-Oct-2012,0.789
05-Oct-2012,0.791
28-Sep-2012,0.780
21-Sep-2012,0.751
14-Sep-2012,0.750
07-Sep-2012,0.747
31-Aug-2012,0.743
24-Aug-2012,0.726
17-Aug-2012,0.718
10-Aug-2012,0.723
03-Aug-2012,0.684
27-Jul-2012,0.687
20-Jul-2012,0.694
13-Jul-2012,0.700
06-Jul-2012,0.717
29-Jun-2012,0.689
22-Jun-2012,0.676
15-Jun-2012,0.675
08-Jun-2012,0.675
01-Jun-2012,0.670
25-May-2012,0.660
18-May-2012,0.659
11-May-2012,0.702
04-May-2012,0.712
27-Apr-2012,0.707
20-Apr-2012,0.712
13-Apr-2012,0.726
06-Apr-2012,0.711
30-Mar-2012,0.738
23-Mar-2012,0.697
16-Mar-2012,0.720
09-Mar-2012,0.713
02-Mar-2012,0.695
24-Feb-2012,0.707
17-Feb-2012,0.691
10-Feb-2012,0.704
03-Feb-2012,0.706
27-Jan-2012,0.677
20-Jan-2012,0.647
13-Jan-2012,0.655
06-Jan-2012,0.641
30-Dec-2011,0.652
23-Dec-2011,0.665
16-Dec-2011,0.674
09-Dec-2011,0.703
02-Dec-2011,0.681
25-Nov-2011,0.704
18-Nov-2011,0.714
11-Nov-2011,0.732
04-Nov-2011,0.760
28-Oct-2011,0.712
21-Oct-2011,0.732
14-Oct-2011,0.736
07-Oct-2011,0.751
30-Sep-2011,0.774
23-Sep-2011,0.697
16-Sep-2011,0.706
09-Sep-2011,0.766
02-Sep-2011,0.737
26-Aug-2011,0.642
19-Aug-2011,0.594
12-Aug-2011,0.587
05-Aug-2011,0.575
29-Jul-2011,0.596
22-Jul-2011,0.620
15-Jul-2011,0.623
08-Jul-2011,0.632
01-Jul-2011,0.620
24-Jun-2011,0.633
17-Jun-2011,0.655
10-Jun-2011,0.659
03-Jun-2011,0.654
27-May-2011,0.668
20-May-2011,0.660
13-May-2011,0.653
06-May-2011,0.637
29-Apr-2011,0.653
22-Apr-2011,0.646
15-Apr-2011,0.674
08-Apr-2011,0.693
01-Apr-2011,0.719
25-Mar-2011,0.707
18-Mar-2011,0.714
11-Mar-2011,0.692
04-Mar-2011,0.662
25-Feb-2011,0.640
18-Feb-2011,0.619
11-Feb-2011,0.632
04-Feb-2011,0.650
28-Jan-2011,0.626
21-Jan-2011,0.648
14-Jan-2011,0.656
07-Jan-2011,0.676
31-Dec-2010,0.712
24-Dec-2010,0.692
17-Dec-2010,0.707
10-Dec-2010,0.708
03-Dec-2010,0.702
26-Nov-2010,0.621
19-Nov-2010,0.577
12-Nov-2010,0.556
05-Nov-2010,0.545
29-Oct-2010,0.547
22-Oct-2010,0.531
15-Oct-2010,0.544
08-Oct-2010,0.536
01-Oct-2010,0.536
24-Sep-2010,0.521
17-Sep-2010,0.504
10-Sep-2010,0.513
03-Sep-2010,0.518
27-Aug-2010,0.450
20-Aug-2010,0.483
13-Aug-2010,0.487
06-Aug-2010,0.475
30-Jul-2010,0.489
23-Jul-2010,0.506
16-Jul-2010,0.540
09-Jul-2010,0.592
02-Jul-2010,0.577
25-Jun-2010,0.509
18-Jun-2010,0.537
11-Jun-2010,0.490
04-Jun-2010,0.482
28-May-2010,0.432
21-May-2010,0.453
14-May-2010,0.451
07-May-2010,0.463
30-Apr-2010,0.380
23-Apr-2010,0.347
16-Apr-2010,0.350
09-Apr-2010,0.365
02-Apr-2010,0.330
26-Mar-2010,0.346
19-Mar-2010,0.318
12-Mar-2010,0.329
05-Mar-2010,0.329
26-Feb-2010,0.351
19-Feb-2010,0.370
12-Feb-2010,0.395
05-Feb-2010,0.421
29-Jan-2010,0.448
22-Jan-2010,0.395
15-Jan-2010,0.377
08-Jan-2010,0.392
25-Dec-2009,0.362
18-Dec-2009,0.363
11-Dec-2009,0.332
04-Dec-2009,0.313
27-Nov-2009,0.311
20-Nov-2009,0.312
13-Nov-2009,0.331
06-Nov-2009,0.369
30-Oct-2009,0.411
23-Oct-2009,0.357
16-Oct-2009,0.366
09-Oct-2009,0.354
02-Oct-2009,0.344
25-Sep-2009,0.274
18-Sep-2009,0.264
11-Sep-2009,0.276
04-Sep-2009,0.251
28-Aug-2009,0.297
21-Aug-2009,0.246
14-Aug-2009,0.273
07-Aug-2009,0.271
31-Jul-2009,0.262
24-Jul-2009,0.257
17-Jul-2009,0.233
10-Jul-2009,0.258
03-Jul-2009,0.301
26-Jun-2009,0.292
19-Jun-2009,0.307
12-Jun-2009,0.308
05-Jun-2009,0.306
29-May-2009,0.299
22-May-2009,0.306
15-May-2009,0.317
08-May-2009,0.318
01-May-2009,0.311
24-Apr-2009,0.318
17-Apr-2009,0.316
10-Apr-2009,0.326
03-Apr-2009,0.343
27-Mar-2009,0.338
20-Mar-2009,0.346
13-Mar-2009,0.325
06-Mar-2009,0.361
27-Feb-2009,0.379
20-Feb-2009,0.421
13-Feb-2009,0.487
06-Feb-2009,0.668
30-Jan-2009,0.706
23-Jan-2009,0.625
16-Jan-2009,0.666
09-Jan-2009,0.637
02-Jan-2009,0.573
26-Dec-2008,0.623
19-Dec-2008,0.634
12-Dec-2008,0.666
05-Dec-2008,0.636
28-Nov-2008,0.739
21-Nov-2008,0.718
14-Nov-2008,0.711
07-Nov-2008,0.859
31-Oct-2008,0.961
24-Oct-2008,0.931
17-Oct-2008,0.856
10-Oct-2008,0.959
03-Oct-2008,1.078
26-Sep-2008,0.915
19-Sep-2008,0.953
12-Sep-2008,0.974
05-Sep-2008,0.969
29-Aug-2008,0.976
22-Aug-2008,0.736
15-Aug-2008,0.664
08-Aug-2008,0.728
01-Aug-2008,0.743
25-Jul-2008,0.800
18-Jul-2008,0.811
11-Jul-2008,0.862
04-Jul-2008,0.894
27-Jun-2008,0.848
20-Jun-2008,0.863
13-Jun-2008,0.880
06-Jun-2008,0.835
30-May-2008,0.833
23-May-2008,0.743
16-May-2008,0.760
09-May-2008,0.757
02-May-2008,0.761
25-Apr-2008,0.818
18-Apr-2008,0.750
11-Apr-2008,0.742
04-Apr-2008,0.732
28-Mar-2008,0.692
21-Mar-2008,0.688
14-Mar-2008,0.698
07-Mar-2008,0.709
29-Feb-2008,0.701
22-Feb-2008,0.667
15-Feb-2008,0.662
08-Feb-2008,0.673
01-Feb-2008,0.650
25-Jan-2008,0.726
18-Jan-2008,0.720
11-Jan-2008,0.778
04-Jan-2008,0.717
28-Dec-2007,0.716
21-Dec-2007,0.723
14-Dec-2007,0.769
07-Dec-2007,0.735
30-Nov-2007,0.711
23-Nov-2007,0.701
16-Nov-2007,0.751
09-Nov-2007,0.751
02-Nov-2007,0.767
26-Oct-2007,0.767
19-Oct-2007,0.693
12-Oct-2007,0.632
05-Oct-2007,0.608
28-Sep-2007,0.610
21-Sep-2007,0.541
14-Sep-2007,0.485
07-Sep-2007,0.422
31-Aug-2007,0.407
24-Aug-2007,0.365
17-Aug-2007,0.378
10-Aug-2007,0.358
03-Aug-2007,0.384
27-Jul-2007,0.452
20-Jul-2007,0.451
13-Jul-2007,0.443
06-Jul-2007,0.439
29-Jun-2007,0.317
22-Jun-2007,0.265
15-Jun-2007,0.265
08-Jun-2007,0.283
01-Jun-2007,0.292
25-May-2007,0.352
18-May-2007,0.355
11-May-2007,0.341
04-May-2007,0.296
27-Apr-2007,0.219
20-Apr-2007,0.231
13-Apr-2007,0.251
06-Apr-2007,0.256
30-Mar-2007,0.299
23-Mar-2007,0.272
16-Mar-2007,0.309
09-Mar-2007,0.295
02-Mar-2007,0.319
23-Feb-2007,0.266
16-Feb-2007,0.269
09-Feb-2007,0.306
02-Feb-2007,0.322
26-Jan-2007,0.375
19-Jan-2007,0.466
12-Jan-2007,0.472
05-Jan-2007,0.466
29-Dec-2006,0.478
22-Dec-2006,0.544
15-Dec-2006,0.613
08-Dec-2006,0.637
01-Dec-2006,0.672
24-Nov-2006,0.632
17-Nov-2006,0.699
10-Nov-2006,0.790
03-Nov-2006,0.805
27-Oct-2006,0.670
20-Oct-2006,0.688
13-Oct-2006,0.772
06-Oct-2006,0.778
29-Sep-2006,0.810
22-Sep-2006,0.520
15-Sep-2006,0.614
08-Sep-2006,0.604
01-Sep-2006,0.623
25-Aug-2006,0.504
18-Aug-2006,0.515
11-Aug-2006,0.528
04-Aug-2006,0.551
28-Jul-2006,0.604
21-Jul-2006,0.599
14-Jul-2006,0.593
07-Jul-2006,0.597
30-Jun-2006,0.572
23-Jun-2006,0.535
16-Jun-2006,0.555
09-Jun-2006,0.564
02-Jun-2006,0.573
26-May-2006,0.484
19-May-2006,0.548
12-May-2006,0.495
05-May-2006,0.555
28-Apr-2006,0.570
21-Apr-2006,0.584
14-Apr-2006,0.607
07-Apr-2006,0.612
31-Mar-2006,0.627
24-Mar-2006,0.679
17-Mar-2006,0.823
10-Mar-2006,0.702
03-Mar-2006,0.672
24-Feb-2006,0.920
17-Feb-2006,0.807
10-Feb-2006,0.777
03-Feb-2006,0.916
27-Jan-2006,0.929
20-Jan-2006,1.296
13-Jan-2006,0.930
06-Jan-2006,1.058
30-Dec-2005,1.189
23-Dec-2005,1.219
16-Dec-2005,1.352
09-Dec-2005,1.311
02-Dec-2005,1.648
25-Nov-2005,1.466
